source_id,robot_id,related_entity_type,related_entity_id,source_type,source_name,source_url,information_type,retrieved_date,verification_status,notes
SRC-0085,ROBOT-0020,robot,ROBOT-0020,official_product,Official product/company page,https://docs.m5stack.com/en/StackChan,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0086,ROBOT-0020,robot,ROBOT-0020,official_spec,Official details/spec source,https://docs.m5stack.com/en/StackChan,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0087,ROBOT-0021,robot,ROBOT-0021,official_product,Official product/company page,https://support.magiclab.top/en/,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0088,ROBOT-0021,robot,ROBOT-0021,official_spec,Official details/spec source,https://support.magiclab.top/en/,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0089,ROBOT-0022,robot,ROBOT-0022,official_product,Official product/company page,https://web.wxbionics.com/,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0090,ROBOT-0022,robot,ROBOT-0022,official_spec,Official details/spec source,https://www.prnewswire.com/news-releases/mind-with-heart-robotics-showcases-emotionally-intelligent-robot-lineup-at-ces-2026-including-ces-innovation-award-honoree-anan-biomimetic-affective-ai-panda-302651524.html,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0091,ROBOT-0023,robot,ROBOT-0023,official_product,Official product/company page,https://www.bosch-presse.de/pressportal/de/media/dam_images/pi9519/kuri_product_1sheet.pdf,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0092,ROBOT-0023,robot,ROBOT-0023,official_spec,Official details/spec source,https://www.bosch-presse.de/pressportal/de/media/dam_images/pi9519/kuri_product_1sheet.pdf,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0093,ROBOT-0024,robot,ROBOT-0024,official_product,Official product/company page,https://miko.ai/,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0094,ROBOT-0024,robot,ROBOT-0024,official_spec,Official details/spec source,https://miko.ai/pages/miko-3-faqs,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0095,ROBOT-0025,robot,ROBOT-0025,official_product,Official product/company page,https://miko.ai/,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0096,ROBOT-0025,robot,ROBOT-0025,official_spec,Official details/spec source,https://help.miko.ai/hc/en-us/articles/13785117141405-What-is-Miko-Mini,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0097,ROBOT-0026,robot,ROBOT-0026,official_product,Official product/company page,https://romi.ai/lp/lacatan/en/,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0098,ROBOT-0026,robot,ROBOT-0026,official_spec,Official details/spec source,https://romi.ai/lp/lacatan/en/,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0099,ROBOT-0027,robot,ROBOT-0027,official_product,Official product/company page,https://www.mistyrobotics.com/misty-ii,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0100,ROBOT-0027,robot,ROBOT-0027,official_spec,Official details/spec source,https://docs.mistyrobotics.com/misty-ii/robot/get-started/,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0101,ROBOT-0028,robot,ROBOT-0028,official_product,Official product/company page,https://ollobot.com/products/ollo-bot,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0102,ROBOT-0028,robot,ROBOT-0028,official_spec,Official details/spec source,https://ollobot.com/products/ollo-bot,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0103,ROBOT-0029,robot,ROBOT-0029,official_product,Official product/company page,https://www.padbot.com/padbot-kids-robot-t2.html,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0104,ROBOT-0029,robot,ROBOT-0029,official_spec,Official details/spec source,https://padbotrobot.com/robots/padbot-robot-t2/,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0105,ROBOT-0030,robot,ROBOT-0030,official_product,Official product/company page,https://pollen-robotics.com/reachy-mini/,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0106,ROBOT-0030,robot,ROBOT-0030,official_spec,Official details/spec source,https://pollen-robotics.com/reachy-mini/,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0107,ROBOT-0031,robot,ROBOT-0031,official_product,Official product/company page,https://www.primebot.cn/,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0108,ROBOT-0031,robot,ROBOT-0031,official_spec,Official details/spec source,https://www.prnewswire.com/news-releases/primebot-launches-at-ces-2026-ushering-in-the-personal-robotics-era-302654895.html,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0109,ROBOT-0032,robot,ROBOT-0032,official_product,Official product/company page,https://realbotix.ai/,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0110,ROBOT-0032,robot,ROBOT-0032,official_spec,Official details/spec source,https://realbotix.ai/,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0111,ROBOT-0033,robot,ROBOT-0033,official_product,Official product/company page,https://www.koibot.co.jp/,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0112,ROBOT-0033,robot,ROBOT-0033,official_spec,Official details/spec source,https://www.koibot.online/,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0113,ROBOT-0034,robot,ROBOT-0034,official_product,Official product/company page,https://www.rhem.ai/,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0114,ROBOT-0034,robot,ROBOT-0034,official_spec,Official details/spec source,https://www.rhem.ai/,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0115,ROBOT-0035,robot,ROBOT-0035,official_product,Official product/company page,https://www.fuzozo.net/,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0116,ROBOT-0035,robot,ROBOT-0035,official_spec,Official details/spec source,https://www.fuzozo.net/,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0117,ROBOT-0036,robot,ROBOT-0036,official_product,Official product/company page,https://news.samsung.com/us/samsung-ballie-ai-companion-robot-home-video-ces-2024,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0118,ROBOT-0036,robot,ROBOT-0036,official_spec,Official details/spec source,https://news.samsung.com/us/samsung-google-cloud-expand-partnership-bring-gemini-ballie-home-ai-companion-robot-by-samsung,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0119,ROBOT-0037,robot,ROBOT-0037,official_product,Official product/company page,https://poketomo.com/en/,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0120,ROBOT-0037,robot,ROBOT-0037,official_spec,Official details/spec source,https://global.sharp/corporate/news/250820-a.html,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0121,ROBOT-0038,robot,ROBOT-0038,official_product,Official product/company page,https://electronics.sony.com/more/aibo/p/ers1000,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0122,ROBOT-0038,robot,ROBOT-0038,official_spec,Official details/spec source,https://helpguide.sony.net/aibo/ers1000/v1/en-us/contents/TP0001970140.html,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0123,ROBOT-0039,robot,ROBOT-0039,official_product,Official product/company page,https://www.switch-bot.com/products/katafriends,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0124,ROBOT-0039,robot,ROBOT-0039,official_spec,Official details/spec source,https://www.switch-bot.com/products/katafriends,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0125,ROBOT-0040,robot,ROBOT-0040,official_product,Official product/company page,https://tombot.com/pages/meet-our-puppies,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0126,ROBOT-0040,robot,ROBOT-0040,official_spec,Official details/spec source,https://tombot.com/pages/meet-our-puppies,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0127,ROBOT-0041,robot,ROBOT-0041,official_product,Official product/company page,https://takway.ai/,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0128,ROBOT-0041,robot,ROBOT-0041,official_spec,Official details/spec source,https://www.prnewswire.com/news-releases/takway-ai-unveils-the-worlds-first-physically-growing-ai-pocket-pet-sweekar-at-ces-2026-302653806.html,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0129,ROBOT-0042,robot,ROBOT-0042,official_product,Official product/company page,https://www.tuya.com/news-details/tuya-smart-launches-aura-an-ai-companion-robot-designed-for-pets-Kf9m2gpnsxudc,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0130,ROBOT-0042,robot,ROBOT-0042,official_spec,Official details/spec source,https://www.tuya.com/news-details/tuya-smart-launches-aura-an-ai-companion-robot-designed-for-pets-Kf9m2gpnsxudc,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0131,ROBOT-0043,robot,ROBOT-0043,official_product,Official product/company page,https://www.ubtrobot.com/en/consumer/humanoid-robots/alpha-series/alpha-mini,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0132,ROBOT-0043,robot,ROBOT-0043,official_spec,Official details/spec source,https://docs.ubtrobot.com/alphamini/python-sdk-en/,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0133,ROBOT-0044,robot,ROBOT-0044,official_product,Official product/company page,https://news.uestc.edu.cn/info/1007/39358.htm,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0134,ROBOT-0044,robot,ROBOT-0044,official_spec,Official details/spec source,https://news.uestc.edu.cn/info/1007/39358.htm,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0135,ROBOT-0045,robot,ROBOT-0045,official_product,Official product/company page,https://github.com/will-cogley/Coglet,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0136,ROBOT-0045,robot,ROBOT-0045,official_spec,Official details/spec source,https://github.com/will-cogley/Coglet,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
